MLSID,Address,Subdivision,Price,SqFt,Bedrooms,BathsFull,BathsHalf,DaysOnMarket,Agent,Firm
N125247S,2194 AUTUMN RIDGE WAY,AUTUMN RIDGE,218776,1666,3,2,0,0,A110,F360 
R117363S,1991 Highridge LANE,CAMDEN RIDGE,218000,1780,3,2,0,18,A101,F132 
R122822S,366 N CEDARBROOK DRIVE,CARY WOODS,218000,1863,4,2,0,56,A173,F177 
R121031S,2426 CHURCHILL CIRCLE,LUNDY WEST,217900,1735,3,2,0,2,A101,F132 
R114967S,2536 CHURCHILL CIRCLE,LUNDY WEST,217000,1879,3,2,1,250,A24,F177 
R119069S,315 BRIAR CREEK CIRCLE,PINE HILLS,216500,1842,4,2,1,7,A174,F535 
N113868S,2476 WATERSTONE CIRCLE,LUNDY CHASE,216500,1571,3,2,0,342,A81,F155 
R120744S,1662 N CAMDEN COURT,CAMDEN RIDGE,216000,1792,3,2,0,64,A55,F39 
R119052S,827 CAHABA DRIVE,SHELTON WOODS,215900,2376,4,3,0,1,A23,F177 
R119345S,1096 AMBER LANE,GROVE HILL,215000,1614,3,2,0,1,A79,F52 
R122307S,382 CHERRY STREET,ANNALUE VILLAGE,215000,1464,3,2,0,14,A8,F96 
C120929S,650 DEKALB STREET,CREEKSIDE,215000,1812,4,4,0,14,A172,F451 
R125259S,209 REDWOOD COURT,CEDAR BROOK,215000,1784,4,2,0,20,A175,F516 
T122889S,757 STANTON DRIVE,FORREST POINTE AT GROVE HILL,215000,1718,3,2,1,30,A38,F360 
R117428S,1112 E SAMFORD AVENUE,UNIVERSITY ESTATES,215000,2196,4,3,0,184,A24,F177 
N115523S,2458 SNOWSHILL LANE,COTSWOLDS,214926,1908,3,2,0,1,A81,F155 
S114227S,921 PEMBROKE PLACE,ROSEMARY GATE SUBDIVISION,214885,1394,3,3,0,232,A49,F177 
P116926S,937 PEMBROKE PLACE,ROSEMARY GATE SUBDIVISION,214575,1808,3,3,0,1,A49,F177 
C117848S,371 E THACH AVENUE,WATERFORD PLACE,214500,1007,2,2,0,21,A137,F177 
R120917S,955 TACOMA DRIVE,SHELTON WOODS,214000,1989,4,2,0,8,A48,F155 
R117090S,1088 AMBER LANE,GROVE HILL,214000,1657,3,2,0,19,A89,F177 
C124036S,650 DEKALB STREET,CREEKSIDE,214000,1599,4,4,0,29,A57,F177 
R117269S,979 Starr COURT,ROSEMARY GATE SUBDIVISION,214000,1873,3,2,0,51,A56,F177 
R114471S,2496 WATERSTONE CIRCLE,LUNDY CHASE,213900,1795,3,2,1,257,A18,F155 
C119033S,115 S DEBARDELEBEN STREET,PEBBLE PLACE,212500,1271,2,2,1,7,A8,F96 
R122861S,1608 PROFESSIONAL PARKWAY,ATHENA PARK,212500,1728,3,2,0,62,A8,F96 
R117632S,2119 AUTUMN RIDGE WAY,AUTUMN RIDGE,212000,1851,3,2,0,1,A176,F360 
R117850S,318 HICKORYWOODS DRIVE,HICKORY WOODS ESTATES,212000,2187,3,2,0,15,A177,F15 
R120818S,419 CHERRY STREET,ANNALUE VILLAGE,212000,1467,3,2,0,17,A88,F52 
C117440S,402 W GLENN AVENUE W,B. B. BROWNSTONE,212000,1044,2,2,0,20,A171,F52 
R119148S,2528 CHURCHILL CIRCLE,LUNDY WEST,212000,1708,3,2,1,63,A24,F177 
P116927S,941 PEMBROKE PLACE,ROSEMARY GATE SUBDIVISION,210344,1394,2,2,0,0,A49,F177 
C116957S,650 DEKALB STREET,CREEKSIDE,210000,1888,5,5,0,3,A24,F177 
R117535S,322 TULLAHOMA DRIVE,SHELTON WOODS,210000,1739,3,2,0,6,A38,F360 
R117283S,673 EAST LANE,KINGWAY,210000,1973,3,2,0,6,A24,F177 
C122581S,650 DEKALB STREET,CREEKSIDE,210000,1509,3,3,0,8,A88,F52 
C120837S,129 N DONAHUE DRIVE,AUBURN GAME DAY CTR,210000,590,1,1,0,17,A169,F39 
R124090S,1270 AUBIE DRIVE,GARDENS AT GATEWOOD,210000,1814,3,2,1,18,A40,F516 
C117034S,650 Dekalb STREET,CREEKSIDE,210000,1838,5,5,0,21,A172,F451 
C117033S,650 DEKALB STREET,CREEKSIDE,210000,1900,5,5,0,22,A172,F451 
R119397S,1301 AUBIE DRIVE,GARDENS AT GATEWOOD,210000,1800,3,2,0,42,A53,F96 
R122295S,1108 SANDERS STREET,CARY WOODS,210000,1784,4,2,0,88,A178,F278 
R120772S,4035 BETH ANNE PLACE,SOUTHERN CR. CROSSNG,210000,1897,3,2,1,169,A179,F278 
R112014S,1923 KERIHILL CIRCLE,WRIGHTS MILL ESTATES,210000,2214,3,2,0,487,A133,F438 
R116923S,719 Mckinley AVENUE,BURTON WOODS,209900,2450,4,2,1,7,A132,F132 
C120604S,1630 ACADEMY DRIVE,GARDENS AT GATEWOOD,209000,1627,3,2,0,5,A14,F96 
R117494S,384 BELMONTE DRIVE,MILL CREEK,209000,1836,3,2,0,54,A8,F96 
R117677S,1743 PIEDMONT DRIVE,CAMDEN RIDGE,208250,1592,3,2,0,13,A38,F360 
S114228S,929 PEMBROKE PLACE,ROSEMARY GATE SUBDIVISION,208241,1394,3,3,0,124,A49,F177 
R117248S,2438 Churchill CIRCLE,LUNDY WEST,207900,1707,3,2,0,12,A84,F155 
C124120S,650 DEKALB STREET,CREEKSIDE,207500,1509,3,3,0,8,A172,F451 
R119243S,303 LANCASTER AVENUE,CARY WOODS,207500,1870,4,2,0,69,A180,F155 
R122504S,363 CHERRY STREET,ANNALUE VILLAGE,206000,1500,3,2,0,32,A181,F177 
R117746S,324 N CEDARBROOK DRIVE,GRANITE HILLS,205000,2388,4,3,0,4,A182,F132 
T117552S,572 HOMEWOOD DRIVE,HOMESTEAD,205000,2023,3,2,1,14,A167,F52 
R122577S,310 HICKORYWOODS DRIVE,HICKORY WOODS,205000,1868,3,2,0,20,A8,F96 
R116790S,2089 COVEY DRIVE,PRESERVE,205000,1644,3,2,0,42,A24,F177 
R122826S,630 KALYPSO CIRCLE,KALYPSO,205000,1872,3,2,1,88,A183,F360 
N122333S,432 LIGHTNESS DRIVE,SOLAMERE PHASE 3,204900,1720,3,3,0,12,A123,F529 
N119402S,1081 RUNNING VINE LANE,STOKER,204900,1660,3,2,0,53,A184,F336 
R122662S,2159 TURNBURY LANE,SHELTON COVE,204000,1501,3,2,0,8,A185,F52 
R115481S,1329 E University DRIVE,GLEN HAVEN,204000,1804,3,2,1,160,A53,F96 
R117194S,351 BUTTERNUT DRIVE,HICKORY WOODS,202900,1765,3,2,0,1,A21,F516 
P117070S,2186 AUTUMN RIDGE WAY,AUTUMN RIDGE,202855,1724,3,2,0,87,A110,F360 
R117285S,276 OAK STREET,CLAIRMONT,202500,1611,3,2,1,101,A24,F177 
C125323S,340 N DONAHUE DRIVE,VIEW AT AUBURN CONDOMINIUMS,202000,1431,4,4,0,4,A16,F360 
R117919S,743 HUNTER COURT,LUNDY CHASE,202000,1814,4,2,1,7,A186,F39 
R117591S,643 CARY DRIVE,CARY WOODS,202000,2254,4,2,1,60,A42,F516 
R117457S,1661 S CAMDEN COURT S,CAMDEN RIDGE,202000,1816,3,2,0,62,A187,F155 
C119227S,650 DEKALB STREET,CREEKSIDE,202000,1599,4,4,0,70,A29,F177 
S120868S,2037 STEPHANIE COURT,HILLTOP PINES,201000,1764,2,2,1,28,A38,F360 
R117452S,2213 TURNBURY LANE,SHELTON COVE,200000,1525,3,2,0,3,A53,F96 
C117638S,528 GENELDA AVENUE,COURTYARD CONDOMINIUMS,200000,1100,2,2,0,5,A188,F378 
R117862S,824 COTSWOLD WAY,LUNDY WEST,200000,1634,3,2,0,7,A132,F132 
C117769S,650 DEKALB STREET,CREEKSIDE,200000,1599,4,4,0,11,A29,F177 
R117537S,209 N CEDARBROOK DRIVE,CEDAR BROOK,200000,1942,4,2,0,37,A154,F96 
R122377S,305 WILSON STREET,GRANITE HILLS,200000,1810,3,2,0,56,A101,F132 
S114226S,925 PEMBROKE PLACE,ROSEMARY GATE SUBDIVISION,199850,1394,2,2,0,152,A49,F177 
C122854S,340 N DONAHUE DRIVE,VIEW AT AUBURN CONDOMINIUMS,199000,1400,4,4,0,7,A36,F19 
N119225S,155 SIENA PLACE,TUSCANY HILLS,198900,1591,3,2,0,31,A24,F177 
R117831S,819 HEARD AVENUE,COLONIAL ESTATES,198500,1770,3,2,0,3,A189,F177 
R124103S,2111 AUTUMN RIDGE WAY,AUTUMN RIDGE,198000,1789,3,2,0,22,A75,F177 
R117512S,231 SOLAMERE LANE,SOLAMERE,198000,1501,3,2,0,34,A190,F177 
R120740S,2210 AUTUMN RIDGE WAY,AUTUMN RIDGE,196750,1524,3,2,0,37,A4,F312 
S114225S,917 PEMBROKE PLACE,ROSEMARY GATE SUBDIVISION,196015,1394,2,2,0,120,A49,F177 
R123993S,2423 CHURCHILL CIRCLE,LUNDY WEST,196000,1544,3,2,0,69,A140,F360 
R120600S,761 HUNTER COURT,LUNDY CHASE,195000,1577,3,2,1,3,A29,F177 
R117530S,728 LUNDY CHASE DRIVE,LUNDY CHASE,195000,1561,3,2,0,5,A101,F132 
R120812S,5005 HEATH ROAD,HEATHER LANE,195000,1504,3,2,0,37,A148,F524 
R117810S,357 N CEDARBROOK DRIVE,GRANITE HILLS,195000,2378,3,3,0,38,A88,F52 
C119489S,650 DEKALB STREET,CREEKSIDE,194500,1450,3,3,0,10,A172,F451 
C122254S,650 DEKALB STREET,CREEKSIDE,194000,1580,3,3,0,2,A129,F132 
S120870S,2027 STEPHANIE COURT,HILLTOP PINES,194000,1764,2,2,1,52,A38,F360 
C118990S,650 DEKALB STREET,CREEKSIDE,194000,1599,4,4,0,70,A43,F174 
R117416S,1313 Granite COURT,GRANITE HILLS,193000,2098,4,3,0,212,A95,F360 
R117171S,2633 Indian Hill ROAD,INDIAN HILLS,192500,1771,3,2,0,15,A191,F15 
R125205S,829 TACOMA DRIVE,SHELTON WOODS,192000,1794,3,2,0,6,A132,F132 
R116938S,724 LUNDY CHASE DRIVE,LUNDY CHASE,192000,1554,3,2,0,15,A192,F360 
R121092S,1016 LAKEVIEW DRIVE,LAKEVIEW,192000,1444,3,2,0,45,A22,F312 
R115269S,600 SCOTTWOODS DRIVE,AUBURN HEIGHTS,192000,2240,4,2,0,250,A24,F177 
S120871S,2023 STEPHANIE COURT,HILLTOP PINES,191000,1764,2,2,1,52,A38,F360 
S120869S,2031 STEPHANIE COURT,HILLTOP PINES,191000,1764,2,2,1,52,A38,F360 
R117542S,830 ADDISON COURT,LUNDY WEST,190500,1433,3,2,0,84,A53,F96 
C119059S,650 DEKALB STREET,CREEKSIDE,190000,1530,3,3,0,1,A193,F96 
R122328S,1664 S CAMDEN COURT,CAMDEN RIDGE,190000,1534,3,2,0,7,A24,F177 
R125273S,358 N CEDARBROOK DRIVE,GRANITE HILLS,190000,1539,3,2,0,8,A24,F177 
R122790S,1404 AZALEA DRIVE,WINDSOR FOREST,190000,2444,3,2,0,8,A194,F94 
R116640S,958 Tacoma DRIVE,SHELTON WOODS,190000,1860,3,2,1,98,A11,F177 
C126547S,340 N DONAHUE DRIVE,VIEW AT AUBURN CONDOMINIUMS,189900,1425,4,4,0,0,A6,F96 
R119133S,941 LAW STREET,SHELTON PARK,189900,1552,3,2,0,0,A173,F177 
C125396S,331 W GLENN AVENUE,CAMPUS COURTYARD AT GLENN,189900,960,2,2,0,6,A4,F312 
R123984S,1215 JARRETT CIRCLE,GRAYSTONE,189900,1736,3,2,0,28,A1,F132 
R117174S,4097 WIMBERLY ROAD,WIMBERLY STATION,188800,2044,3,2,0,19,A21,F516 
C117326S,650 DEKALB STREET,CREEKSIDE,188500,1509,3,3,0,21,A8,F96 
R119305S,331 BUTTERNUT DRIVE,HICKORY WOODS ESTATES,188000,1711,3,2,0,9,A11,F177 
R122220S,1116 FELTON LANE,TWO LITTLE ACRES,188000,2122,4,2,0,16,A100,F360 
R122671S,820 BRISTOL COURT,LUNDY WEST,188000,1381,3,2,0,40,A86,F278 
C117739S,650 DEKALB STREET,CREEKSIDE,187500,1450,3,3,0,7,A172,F451 
R120535S,2182 TURNBURY LANE,SHELTON COVE,187000,1325,3,2,0,22,A24,F177 
C116917S,730 W Magnolia AVENUE,EDGE WEST CONDOMINIUMS,186900,984,2,2,0,41,A36,F19 
R121120S,510 FOREST PARK CIRCLE,FOREST PARK,186250,1358,3,2,0,116,A95,F360 
R114744S,1084 E UNIVERSITY DRIVE,UNIVERSITY ESTATES,186000,1642,3,2,1,123,A95,F360 
C117881S,730 W MAGNOLIA AVENUE,EDGE WEST CONDOMINIUMS,185000,955,2,2,0,0,A106,F372 
R117794S,2514 WATERFORD ROAD,WILLOW CREEK FARMS,185000,2483,4,3,0,4,A21,F516 
R117448S,719 MERCER CIRCLE,WITTEL,185000,1866,4,2,1,4,A194,F94 
R120536S,1003 LAKEVIEW DRIVE,LAKEVIEW,185000,1495,3,2,0,6,A24,F177 
T120933S,945 PEMBROKE PLACE,ROSEMARY GATE SUBDIVISION,185000,1394,2,2,0,26,A29,F177 
T120918S,2011 STEPHANIE COURT,HILLTOP PINES,185000,1577,3,2,1,59,A41,F360 
R119175S,4355 LIVE OAK DRIVE,TIMBERWOOD,185000,1835,5,3,0,67,A178,F278 
R122273S,337 TIMBERWOOD DRIVE,TIMBERWOOD,185000,1937,3,2,1,128,A94,F52 
R122268S,4255 CHESTNUT COURT,TIMBERWOOD,185000,1952,3,3,0,137,A120,F516 
S114380S,2021 STEPHANIE COURT,HILLTOP PINES,184000,1538,3,2,1,196,A38,F360 
S114564S,2029 STEPHANIE COURT,HILLTOP PINES,184000,1538,3,2,1,269,A38,F360 
R119280S,1233 SANDERS STREET,PINE HILLS,183000,1664,4,2,0,17,A195,F52 
R120552S,816 TULLAHOMA DRIVE,SHELTON WOODS,183000,1843,4,3,1,105,A179,F278 
R115105S,4258 CHESTNUT COURT,TIMBERWOOD,183000,1746,5,3,0,111,A196,F292 
C117373S,650 Dekalb STREET,CREEKSIDE,182500,1509,3,3,0,0,A197,F360 
R122883S,726 MCKINLEY AVENUE,BURTON WOODS,182500,1656,3,1,1,7,A133,F516 
R117662S,2022 HIGHRIDGE LANE,CAMDEN RIDGE,182500,1669,3,2,0,19,A135,F177 
R119308S,629 HAZELWOOD COURT,GRAYSTONE,182000,1468,3,2,0,1,A198,F52 
C119198S,353 N DONAHUE DRIVE,PARKVIEW CONDOS,182000,1129,2,2,1,1,A186,F39 
R122806S,889 TACOMA DRIVE,SHELTON WOODS,182000,1938,4,2,1,65,A54,F177 
R120616S,2009 STEPHANIE COURT,HILLTOP PINES,181357,1706,2,2,1,17,A186,F39 
R117658S,2389 WATERSTONE CIRCLE,LUNDY CHASE,181300,1305,3,2,0,7,A129,F132 
C120628S,650 DEKALB STREET,CREEKSIDE,180000,1580,3,3,0,1,A172,F451 
C117763S,650 DEKALB STREET,CREEKSIDE,180000,1509,3,3,0,2,A172,F451 
C117738S,650 DEKALB STREET,CREEKSIDE,180000,1448,3,3,0,5,A172,F451 
C117200S,650 DEKALB STREET,CREEKSIDE,180000,1509,3,3,0,5,A199,F118 
R122840S,811 CHEYENNE AVENUE,SHELTON PARK,180000,1716,3,2,1,55,A43,F174 
R121026S,1080 STERLING COURT,GROVE HILL,180000,1625,3,2,0,145,A6,F96 
R120965S,908 N COLLEGE STREET N,NONE,179900,1334,3,2,0,1,A10,F52 
T119408S,2006 STEPHANIE COURT,HILL TOP,179900,1753,2,2,1,2,A167,F52 
R117130S,670 Craig COURT,SHELTON PARK,179900,1507,3,2,0,2,A139,F39 
R115561S,758 Hunter COURT,LUNDY CHASE,179900,1521,3,2,1,110,A150,F155 
R116644S,718 HUNTER COURT,LUNDY CHASE,179500,1507,3,2,1,29,A2,F360 
R122374S,2676 CANAL COURT,TUSCANY HILLS,179000,1523,3,2,0,1,A200,F336 
C117750S,650 DEKALB STREET,CREEKSIDE,179000,1450,3,3,0,2,A172,F451 
R117823S,958 LAW DRIVE,SHELTON PARK,179000,1527,3,2,0,15,A15,F516 
R117329S,762 WHITAKER LANE,SHELTON PARK,179000,1732,5,2,0,17,A201,F476 
S114561S,2025 STEPHANIE COURT,HILLTOP PINES,179000,1528,3,2,1,240,A38,F360 
S114566S,2033 STEPHANIE COURT,HILLTOP PINES,179000,1538,3,2,1,248,A38,F360 
S119477S,1409 SHERIDAN GLEN   CROSSING,ROSEMARY GATE SUBDIVISION,178600,1394,2,2,0,56,A49,F177 
R117851S,2151 HERNDON STREET,OGLETREE VILLAGE,178000,1490,3,2,0,0,A202,F516 
R117514S,339 BUTTERNUT DRIVE,HICKORY WOODS ESTATES,178000,1650,3,2,0,0,A33,F177 
R121054S,825 COTSWOLD WAY,LUNDY WEST,178000,1329,3,2,0,10,A29,F177 
R116915S,1357 BURKE LANE,BURKE PLACE,178000,1965,2,2,0,17,A24,F177 
T122488S,2017 STEPHANIE COURT,HILLTOP PINES,178000,1706,2,2,1,34,A186,F39 
R123982S,845 BERKSHIRE COURT,LUNDY WEST,178000,1298,3,2,0,45,A161,F155 
R122317S,391 TIMBERWOOD DRIVE,TIMBERWOOD,178000,1706,3,2,1,46,A203,F52 
R120741S,234 KELLIE LANE,OLIVE BRANCH,177500,1664,3,2,0,0,A4,F312 
R122272S,412 ARNELL LANE,ARNELL,176200,1544,3,2,0,61,A204,F177 
R120696S,833 COTSWOLD WAY,LUNDY WEST,176000,1321,3,2,0,3,A24,F177 
S119478S,1411 SHERIDAN GLEN   CROSSING,ROSEMARY GATE SUBDIVISION,176000,1394,2,2,0,45,A49,F177 
S119476S,1407 SHERIDAN GLEN   CROSSING,ROSEMARY GATE SUBDIVISION,176000,1394,2,2,0,51,A49,F177 
C116959S,650 DEKALB STREET,CREEKSIDE,175200,1413,4,4,1,17,A172,F451 
R117717S,328 BROOKWOOD DRIVE,EAST HIGHLAND,175000,1731,3,1,1,0,A75,F177 
C117299S,353 N DONAHUE STREET N,PARKVIEW CONDOS,175000,1242,2,2,1,7,A205,F39 
R117173S,4333 Live Oak DRIVE,TIMBERWOOD,175000,1649,3,2,0,8,A16,F360 
C126661S,650 DEKALB STREET,CREEKSIDE,175000,1414,3,3,0,25,A206,F451 
R121196S,1998 STEPHANIE COURT,HILLTOP PINES,175000,1706,2,2,1,35,A186,F39 
R116776S,951 Sandstone LANE,COBBLESTONE,175000,1327,3,2,0,52,A15,F516 
R117696S,2449 CHURCHILL CIRCLE,LUNDY WEST,174900,1304,3,2,0,4,A81,F155 
R122247S,1164 RUSTIC RIDGE COURT,UNIVERSITY GARDENS,174600,1545,3,2,0,3,A8,F96 
R121083S,236 COVE COURT,DOGWOOD COVE,174500,1445,3,2,0,3,A135,F177 
R122823S,233 DOGWOOD DRIVE,COUNTRY ESTATES,174500,1372,4,2,0,40,A149,F52 
R119263S,1463 BEDROCK DRIVE,COBBLESTONE,174000,1340,3,2,0,1,A9,F155 
R115353S,2675 CANAL COURT,TUSCANY HILLS,173500,1519,3,2,0,109,A149,F52 
R120508S,1039 CORNSTALK LANE,SHELTON PARK,172999,1884,4,2,0,67,A175,F516 
C120524S,615 W GLENN AVENUE,STADIUM VIEW CONDOS,172000,1044,2,2,0,0,A22,F312 
R120951S,255 DEERFIELD COURT,WIMBERLY STATION,172000,1471,3,2,0,7,A135,F177 
C119177S,430 W GLENN AVENUE,TIGER SUITES CONDOMINIUMS,172000,768,1,1,0,42,A207,F530 
R121162S,654 THORPE STREET,STAGE ROAD,172000,1419,3,2,0,57,A147,F155 
R121194S,4857 HEATH ROAD,HEATHER LANE,171000,1380,3,2,0,8,A185,F52 
R119346S,2166 FRANKLIN STREET,OGLETREE VILLAGE,171000,1816,3,2,0,35,A208,F360 
R119485S,265 DEERFIELD COURT,WIMBERLY STATION,170500,1370,3,2,0,0,A25,F177 
C124154S,430 W GLENN AVENUE,TIGER SUITES CONDOMINIUMS,170000,581,1,1,0,4,A11,F177 
C117019S,650 Dekalb STREET,CREEKSIDE,170000,1450,3,3,0,10,A172,F451 
R117007S,969 SLATE COURT,COBBLESTONE,170000,1498,3,2,1,21,A209,F516 
C126660S,650 DEKALB STREET,CREEKSIDE,170000,1448,3,3,0,31,A206,F451 
R115252S,664 SCOTTWOODS DRIVE,COUNTRY CLUB WOODS,170000,1994,4,2,0,132,A132,F132 
R118955S,1177 RUSTIC RIDGE COURT,UNIVERSITY GARDENS,169900,1570,3,2,0,4,A64,F155 
R119344S,238 DEERFIELD COURT,WIMBERLY STATION,169900,1488,4,2,0,5,A135,F177 
C119275S,650 DEKALB STREET,CREEKSIDE,169500,1232,2,2,1,20,A172,F451 
C117035S,650 DEKALB STREET,CREEKSIDE,169250,1458,3,3,0,19,A149,F52 
R118951S,833 ANDREW COURT,SHELTON PARK,169000,1376,3,2,0,1,A15,F516 
R122270S,370 TIMBERWOOD DRIVE,TIMBERWOOD,169000,1453,4,2,0,3,A74,F278 
R121009S,938 STAGE ROAD,NORTH DEAN,169000,1393,3,2,0,3,A100,F360 
C124039S,1957 WIRE ROAD,MADISON PARK,169000,1500,3,3,1,6,A210,F52 
R122302S,4068 MARA VISTA DRIVE,WIMBERLY STATION,169000,1491,4,2,0,63,A135,F177 
C121040S,245 E GLENN AVENUE,SHADY GLENN CONDOS,168750,1008,2,2,0,10,A142,F155 
R122444S,211 TIMBERWOOD DRIVE,TIMBERWOOD,168400,1648,3,2,0,3,A42,F516 
C117595S,542 W MAGNOLIA AVENUE,CAMPUS COURTYARD AT MAGNOLIA,168000,616,1,1,0,1,A211,F378 
R120971S,347 GARDNER DRIVE,PINEVIEW,168000,1387,3,1,1,7,A132,F132 
R119016S,769 LINDSEY COURT,GREENEWOOD HEIGHTS,168000,1305,3,2,0,18,A191,F15 
R120688S,923 LAW DRIVE,SHELTON PARK,168000,1530,3,2,0,187,A212,F155 
R119106S,511 GREENTREE TERRACE,GREENTREE ESTATES,167000,2042,4,3,0,29,A30,F278 
R121115S,783 IROQUOIS CIRCLE,SHELTON PARK,166545,1570,3,2,0,3,A213,F112 
R117077S,2576 Mill Creek ROAD,MAGNOLIA GARDENS,166450,1374,2,2,0,3,A131,F286 
R117871S,2163 HERNDON STREET,OGLETREE VILLAGE,166000,1333,3,2,0,0,A54,F177 
R122723S,4263 CHESTNUT COURT,TIMBERWOOD,166000,1896,3,2,1,48,A132,F132 
R115534S,211 TIMBERWOOD DRIVE,TIMBERWOOD,166000,1648,3,2,0,60,A42,F52 
R122219S,2683 CANAL COURT,TUSCANY HILLS,165750,1286,3,2,0,4,A214,F461 
C125312S,303 N ROSS STREET,PARK PLACE,165500,1250,3,3,0,7,A36,F19 
C117075S,650 DEKALB STREET,CREEKSIDE,165200,1450,3,3,0,10,A172,F451 
R125248S,322 EMBRY LANE,CLAIRE DOWNS,165000,1239,3,2,0,0,A63,F312 
R122467S,2174 FRANKLIN STREET,OGLETREE VILLAGE,165000,1390,3,2,0,0,A112,F360 
R119327S,4032 SOMERSET COURT,WIMBERLY STATION,165000,1377,3,2,0,2,A135,F177 
R119147S,4071 MARA VISTA DRIVE,WIMBERLY STATION,165000,1389,3,2,0,24,A215,F476 
R117685S,1957 STEPHANIE COURT,GARDENS AT GATEWOOD,165000,1628,2,2,1,47,A24,F177 
N114850S,156 CONE STREET,DIXIE PARK,165000,1260,2,2,0,182,A108,F360 
C117485S,615 W GLENN AVENUE,STADIUM VIEW CONDOS,164900,1044,2,2,0,0,A4,F312 
C117445S,315 E MAGNOLIA AVENUE,BURTON OAKS,164500,840,2,2,0,50,A171,F52 
C117442S,315 E MAGNOLIA AVENUE,BURTON OAKS,164500,840,2,2,0,92,A171,F52 
C120721S,836 W GLENN AVENUE,PLAINSVIEW,164220,1128,2,2,0,43,A216,F312 
R117820S,780 BRUCE COURT,SHELTON PARK,164000,1422,3,2,0,2,A105,F312 
R120732S,1008 E UNIVERSITY DRIVE E,UNIVERSITY ESTATES,164000,1416,3,2,0,51,A52,F177 
C122217S,1957 WIRE ROAD,MADISON PARK,161500,1462,3,3,1,10,A13,F137 
R117282S,781 Iroquois CIRCLE,SHELTON PARK,161350,1592,3,2,0,7,A191,F15 
R120587S,2188 TURNBURY LANE,SHELTON COVE,161000,1130,3,2,0,5,A159,F52 
C119098S,1957 WIRE ROAD,MADISON PARK,161000,1587,3,3,1,7,A217,F311 
C109715S,836 GLENN AVENUE,PLAINSVIEW,161000,1124,2,2,0,415,A218,F177 
R119326S,307 TULLAHOMA DRIVE,SHELTON WOODS,160000,1431,3,2,0,3,A80,F52 
C117098S,615 W Glenn AVENUE,STADIUM VIEW CONDOS,160000,1044,2,2,0,13,A36,F19 
R117657S,4065 MARA VISTA DRIVE,WIMBERLY STATION,159900,1334,3,2,0,3,A135,F177 
T122445S,2226 CLAIRMONT CIRCLE,OGLETREE VILLAGE TWINHOUSE,159500,1200,2,2,0,55,A219,F96 
C125440S,807 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,159000,1877,4,4,0,1,A43,F174 
C120806S,1957 WIRE ROAD,MADISON PARK,158500,1490,3,3,1,7,A179,F278 
C119297S,1385 S DONAHUE DRIVE,SOUTHERN EDGE CONDOMINIUMS,157000,1400,4,4,0,3,A149,F52 
C122211S,1385 S DONAHUE DRIVE,SOUTHERN EDGE CONDOMINIUMS,156000,1376,4,4,0,3,A77,F96 
R125271S,380 EMBRY LANE,CLAIRE DOWNS,155500,1122,3,2,0,0,A144,F360 
C116916S,650 Dekalb STREET,CREEKSIDE,155500,1264,2,2,1,55,A36,F19 
C125347S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,155000,1877,4,4,0,7,A54,F177 
C125315S,802 W LONGLEAF DRIVE,HOMES @ EAGLES LNDNG,155000,1877,4,4,0,9,A90,F155 
C117898S,836 W GLENN AVENUE,PLAINSVIEW,155000,1124,2,2,0,14,A105,F312 
C119322S,836 W GLENN AVENUE,PLAINSVIEW,155000,1128,2,2,0,31,A4,F312 
R120619S,941 TUCKER AVENUE,GARY JONES,155000,1431,4,2,0,91,A220,F52 
C125176S,303 ROSS STREET,PARK PLACE,154900,1250,3,3,0,4,A14,F96 
C119314S,1114 S COLLEGE DRIVE,EDGE CONDOMINIUMS,154500,1400,4,4,0,3,A149,F52 
C117753S,1957 WIRE ROAD,MADISON PARK,154000,1587,3,3,1,2,A217,F311 
C124149S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,154000,1601,3,3,1,11,A221,F546 
R117667S,4099 ARBOR RIDGE DRIVE,WIMBERLY STATION,153000,1442,4,2,0,32,A222,F15 
C120742S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,152500,1590,3,3,1,35,A202,F516 
C117153S,836 W GLENN AVENUE,PLAINSVIEW,152000,1124,2,2,0,10,A105,F312 
R117646S,841 TWIN FORKS AVENUE,SHELTON PARK,151010,1470,3,2,1,4,A24,F177 
C124054S,650 DEKALB STREET,CREEKSIDE,151000,1198,3,3,0,7,A206,F451 
C117276S,1385 S DONAHUE DRIVE,SOUTHERN EDGE CONDOMINIUMS,150000,1426,4,4,0,1,A204,F177 
C116920S,1385 S DONAHUE DRIVE,SOUTHERN EDGE CONDOMINIUMS,150000,1376,4,4,0,18,A24,F177 
R116919S,950 RUSTIC RIDGE ROAD,TOWN & COUNTRY ESTATES,150000,1406,3,2,0,47,A64,F155 
R115493S,1018 CUMBERLAND DRIVE,STAGE ROAD,150000,1441,3,2,0,73,A90,F155 
C119178S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,149999,1601,3,3,1,6,A67,F320 
R117932S,726 HARPER AVENUE,WOODWYN,149000,1260,3,1,0,8,A163,F508 
C120526S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,149000,1509,3,3,1,10,A221,F476 
